,title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place,small_img_url
9111,(street view of residences and steel mills),,1916-01-01,1972-01-01,watercolor and pencil on paper,78.27.1.274,cmoa:things/6e03b4e8-062e-4279-9fea-9ece5f7b34bf,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,8.0,6.125,0.0,0.0,https://collection.carnegieart.org/objects/6e03b4e8-062e-4279-9fea-9ece5f7b34bf,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/118822/1019493-image.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/118822/sizes/1019493-image-420.jpg
9112,(Abstract watercolor),1970,1970-01-01,1970-01-01,"watercolor with pencil, pastel and crayon",78.27.1.276,cmoa:things/f8aa45e6-ef19-4404-a0eb-c0dd917a63cd,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/f8aa45e6-ef19-4404-a0eb-c0dd917a63cd,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115353/1019495.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115353/sizes/1019495-420.jpg
9113,Solomon and Anna - Sam's Parents (preliminary sketch),c. 1946,1941-01-01,1951-01-01,pencil on board,78.27.1.277,cmoa:things/80077b14-c4f6-4ab5-9e65-946ec9551f8e,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,24.0,18.0,0.0,0.0,https://collection.carnegieart.org/objects/80077b14-c4f6-4ab5-9e65-946ec9551f8e,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/107763/1019496.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/107763/sizes/1019496-420.jpg
9114,Figure with Cats (2 Sided),,1916-01-01,1972-01-01,pencil on paper,78.27.1.27,cmoa:things/f0a47d25-cb34-47cd-91fe-2f0782f92d04,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,7.875,10.188,0.0,0.0,https://collection.carnegieart.org/objects/f0a47d25-cb34-47cd-91fe-2f0782f92d04,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195613/1019499.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195613/sizes/1019499-420.jpg
9115,Gloucester Church (detail) and Miscellaneous quick sketches (figures lying on beach),c. 1930,1925-01-01,1935-01-01,graphite on paper,78.27.1.281,cmoa:things/1cb4a9e5-bf1f-46f2-86e9-f052354dc877,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/1cb4a9e5-bf1f-46f2-86e9-f052354dc877,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115060/1019501.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115060/sizes/1019501-420.jpg
9116,Patriarch with Torah #2,c. 1940,1935-01-01,1945-01-01,watercolor with ink and crayon on paper,78.27.1.282,cmoa:things/289572f3-7f43-4ff9-b415-7f51f24905f9,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/289572f3-7f43-4ff9-b415-7f51f24905f9,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115063/1019502-image.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115063/sizes/1019502-image-420.jpg
9117,Rest (preliminary sketch for man),1939,1939-01-01,1939-01-01,graphite on board,78.27.1.284,cmoa:things/aa90bf5d-4c8d-4b02-947d-a7a980e0a67f,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/aa90bf5d-4c8d-4b02-947d-a7a980e0a67f,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/105377/1019504.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/105377/sizes/1019504-420.jpg
9118,Rest (preliminary sketch for man #2),1939,1939-01-01,1939-01-01,sanguine on paper,78.27.1.285,cmoa:things/d53cdab6-9ff2-4120-b0c2-3f8ea03db6b8,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/d53cdab6-9ff2-4120-b0c2-3f8ea03db6b8,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115441/1019505.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115441/sizes/1019505-420.jpg
9119,"Rest (preliminary sketch for man #3) (recto); 3 thumbnail sketches (mother holding child, man, sketch for composition) (verso)",1939,1939-01-01,1939-01-01,chalk with pencil (on reverse) on paper,78.27.1.286.A-.B,cmoa:things/f3a315d8-1085-4eff-8b7b-49abea6cb7d1,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/f3a315d8-1085-4eff-8b7b-49abea6cb7d1,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115057/1019506.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115057/sizes/1019506-420.jpg
9120,Rest; Landscape (two sided),1939,1939-01-01,1939-01-01,watercolor on paper (both sides),78.27.1.287,cmoa:things/6f1befd6-c8e8-4389-bfe2-c772c9e0461c,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,13.563,10.625,0.0,0.0,https://collection.carnegieart.org/objects/6f1befd6-c8e8-4389-bfe2-c772c9e0461c,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/118831/1019507-image.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/118831/sizes/1019507-image-420.jpg
9121,"Hill District, Workmen Digging for a Pipe",c. 1930,1925-01-01,1935-01-01,graphite on paper,78.27.1.288,cmoa:things/d07b5796-fd66-4328-99d2-1f86203a96fa,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/d07b5796-fd66-4328-99d2-1f86203a96fa,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115061/1019508.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115061/sizes/1019508-420.jpg
9122,Leaning Figure with Cat (2 sided),,1916-01-01,1972-01-01,pencil on paper,78.27.1.28,cmoa:things/b4ee7665-48f7-4355-be2a-f9010095f666,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,7.875,10.188,0.0,0.0,https://collection.carnegieart.org/objects/b4ee7665-48f7-4355-be2a-f9010095f666,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195616/1019510.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195616/sizes/1019510-420.jpg
9123,Murray (preliminary sketch),1931,1931-01-01,1931-01-01,chalk on black paper,78.27.1.290,cmoa:things/3543943b-99de-496d-86a0-e2d75492ed78,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/3543943b-99de-496d-86a0-e2d75492ed78,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115439/1019511.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115439/sizes/1019511-420.jpg
9124,Man Playing Accordian (recto); On Center Avenue (verso),1939,1939-01-01,1939-01-01,graphite on paper,78.27.1.291.A-.B,cmoa:things/ec48b036-0174-42eb-a43b-747b362c91cf,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,9.75,11.875,0.0,0.0,https://collection.carnegieart.org/objects/ec48b036-0174-42eb-a43b-747b362c91cf,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/105376/1019512.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/105376/sizes/1019512-420.jpg
9125,"Libbie and Murray at John Varney's Cottage, Zena, Woodstock",1930,1930-01-01,1930-01-01,charcoal and graphite on paper,78.27.1.292,cmoa:things/7daca175-0aa3-4a0c-8967-504ec16e79fe,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,12.0,9.0,0.0,0.0,https://collection.carnegieart.org/objects/7daca175-0aa3-4a0c-8967-504ec16e79fe,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/105375/1019513.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/105375/sizes/1019513-420.jpg
9126,Murray Relaxing (Mexico?),1940,1940-01-01,1940-01-01,graphite on card,78.27.1.293,cmoa:things/65b7e93a-f8e2-439a-89f4-d58c5c3041ae,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,11.875,8.875,0.0,0.0,https://collection.carnegieart.org/objects/65b7e93a-f8e2-439a-89f4-d58c5c3041ae,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/105374/1019514.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/105374/sizes/1019514-420.jpg
9127,Libbie and Murray,1932,1932-01-01,1932-01-01,charcoal and graphite on paper,78.27.1.294,cmoa:things/93205b5f-27a6-469a-ab2e-db328dd88966,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,12.0,9.0,0.0,0.0,https://collection.carnegieart.org/objects/93205b5f-27a6-469a-ab2e-db328dd88966,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/105373/1019515.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/105373/sizes/1019515-420.jpg
9128,Murray Napping (Mexico Trip),1941,1941-01-01,1941-01-01,pencil on card,78.27.1.295,cmoa:things/25890d8a-5cca-4324-90be-0d80516b9f3b,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/25890d8a-5cca-4324-90be-0d80516b9f3b,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115056/1019516.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115056/sizes/1019516-420.jpg
9129,Stoyestown (preliminary sketch),c. 1942,1937-01-01,1947-01-01,"graphite, pastel, crayon on paper",78.27.1.296,cmoa:things/ed43aa12-4e80-4b20-bd48-30e03d46205e,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/ed43aa12-4e80-4b20-bd48-30e03d46205e,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115059/1019517.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115059/sizes/1019517-420.jpg
9130,Houses at the Side of a Road in Moonlight,1938,1938-01-01,1938-01-01,pastel on blue paper,78.27.1.297,cmoa:things/866fe8c9-9674-4717-95d9-10ff74f3b023,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/866fe8c9-9674-4717-95d9-10ff74f3b023,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115058/1019518.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115058/sizes/1019518-420.jpg
9131,"Summer, Shanksville (recto); pencilled sketches (verso)",1942,1942-01-01,1942-01-01,watercolor and pencil on paper,78.27.1.298.A-.B,cmoa:things/2ca85ae7-1121-44df-841c-363d9dd12e0f,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/2ca85ae7-1121-44df-841c-363d9dd12e0f,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115134/1019519.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115134/sizes/1019519-420.jpg
9132,Mexican Village,1941,1941-01-01,1941-01-01,pastel on paper,78.27.1.299,cmoa:things/1cd77720-697c-4811-8e70-3cd462782da2,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/1cd77720-697c-4811-8e70-3cd462782da2,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115139/1019520.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115139/sizes/1019520-420.jpg
9133,Man with Umbrella,,1916-01-01,1972-01-01,pencil on paper,78.27.1.29,cmoa:things/1a966eaf-bc92-4ef0-947d-1325e7d1050d,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,7.875,10.188,0.0,0.0,https://collection.carnegieart.org/objects/1a966eaf-bc92-4ef0-947d-1325e7d1050d,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195619/1019521.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195619/sizes/1019521-420.jpg
9134,2 Men Wearing Hats,,1916-01-01,1972-01-01,pencil on paper,78.27.1.2,cmoa:things/49438483-ba4e-4654-8ff3-1c34892b8703,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,4.875,4.0,0.0,0.0,https://collection.carnegieart.org/objects/49438483-ba4e-4654-8ff3-1c34892b8703,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195550/1019522.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195550/sizes/1019522-420.jpg
9135,Two Men,c. 1930,1925-01-01,1935-01-01,ink on heavy paper,78.27.1.300,cmoa:things/35411a72-2272-4db6-b759-519b5efedabe,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,14.0,11.375,0.0,0.0,https://collection.carnegieart.org/objects/35411a72-2272-4db6-b759-519b5efedabe,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/118829/1019523.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/118829/sizes/1019523-420.jpg
9136,Three Figures on Beach (recto); Hands Clasping (verso),c. 1940,1935-01-01,1945-01-01,graphite on paper,78.27.1.303.A-.B,cmoa:things/bbfc7d6c-66ed-4e7c-8b4a-fb6fc5e4b280,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/bbfc7d6c-66ed-4e7c-8b4a-fb6fc5e4b280,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115132/1019526.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115132/sizes/1019526-420.jpg
